GAME_ID,TEAM_ID,PLAYER_ID,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,MIN
22400451,1610612746,1629645,0.226,0.111,0.231,0,0.143,0,0,0.333,0.3,0.308,0.667,0.2,0,0,0.333,0.286,1,0.095,13.4
22400451,1610612746,1628964,0.222,0.2,0.25,0,0.3,0,0,0.5,0.25,0.333,0.25,0,0,0,0,0.25,0,0.154,7.166666667
22400451,1610612746,1630539,0.147,0.167,0.167,0,0.143,0,0,0.25,0.25,0.25,0.125,0,0,1,0,0.25,0,0.129,17.333333333
22400451,1610612746,1630538,0.294,0.167,0.278,0.333,0.429,0.5,0.5,0,0.083,0.063,0.25,0.333,0,0,0.25,0.25,0.2,0.226,17.333333333
22400451,1610612746,1641757,0.086,0,0.032,0,0,0.5,0.5,0.5,0.444,0.462,0.375,0.5,0.667,0,0,0,0.2,0.069,14.15
22400451,1610612746,1641738,0.209,0.25,0.231,0.333,0.1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.6,0.217,12
22400451,1610612759,1631110,0.171,0.143,0.172,0,0.091,0,0,0.5,0.214,0.278,0.222,0.333,0.167,0,1,0.143,0,0.111,15.216666667
22400451,1610612759,203084,0.143,0.154,0.167,0.6,0.2,0,0,0.25,0.1,0.143,0.059,0,0,0,0,0.1,0,0.169,24.75
22400451,1610612759,1641705,0.367,0.37,0.353,0.2,0.286,0.5,0.538,0.25,0.364,0.346,0.25,0.333,0.167,0.75,0,0.333,0.5,0.38,25.683333333
22400451,1610612759,1630170,0.219,0.167,0.25,0,0.273,0,0,0,0.13,0.091,0.214,0,0.333,0,0,0.222,0,0.131,26.4
22400451,1610612759,101108,0.1,0.15,0.114,0.25,0.118,0,0,0.286,0.412,0.375,0.333,0,0.429,0,0,0.111,0,0.135,20.15
22400451,1610612759,1628380,0.151,0.133,0.143,0,0.143,0.6,0.5,0.3,0.067,0.16,0.364,0,0.25,0,0,0.25,0.571,0.184,16.733333333
22400451,1610612759,1629640,0.288,0.389,0.306,0.333,0.25,0.286,0.286,0.2,0.263,0.25,0.063,0.167,0,0,0,0,0.143,0.37,19
22400451,1610612759,1642264,0.21,0.227,0.167,0,0.15,0.385,0.429,0,0.2,0.138,0.25,0.333,0.25,0.333,0,0.5,0.3,0.246,23.166666667
22400451,1610612759,1630577,0.234,0.167,0.267,0.5,0.462,0.125,0.125,0.25,0.071,0.111,0.059,0.2,0,0.5,1,0,0.286,0.188,16.016666667
22400451,1610612759,1630200,0.098,0.059,0.063,0,0.071,0,0,0.5,0.125,0.2,0.286,0.4,0,0,0,0.333,0.143,0.044,17.933333333
22400451,1610612759,1631104,0.047,0.1,0.05,0,0,0,0,0,0,0,0.4,0,0,0.5,0,0,0,0.087,8.55
22400451,1610612759,1630572,0.172,0.222,0.188,0,0.143,0,0,0,0.571,0.444,0.111,0,0,0.5,0,0.333,0,0.19,7.866666667
22400451,1610612759,1631103,0.25,0.25,0.267,1,0.5,0,0,0,0.143,0.111,0,0,0,0,0,0.333,0,0.294,7.366666667
22400451,1610612759,1631321,0.154,0.167,0.167,0,0.2,0,0,0,0,0,0.167,0,0,0,0,0,0,0.154,5.583333333
22400451,1610612759,1629646,0.308,0.167,0.25,0,0,0,0,1,0.333,0.429,0.333,1,0,0,1,0.5,0,0.154,5.583333333
22400789,1610612738,1627759,0.304,0.304,0.271,0.182,0.231,0.364,0.333,0.75,0.136,0.231,0.375,0.5,0,0,0,0.091,0.308,0.294,26.933333333
22400789,1610612738,1628369,0.22,0.152,0.2,0.133,0.2,0.3,0.3,0,0.379,0.297,0.4,0.375,0.333,0,0,0.091,0.091,0.165,34.533333333
22400789,1610612738,204001,0.272,0.217,0.262,0.231,0.25,0.308,0.357,0.333,0.15,0.174,0.059,0.286,0.5,1,0,0.417,0.429,0.236,25.366666667
22400789,1610612738,1628401,0.206,0.217,0.222,0.25,0.269,0.231,0.214,0,0.435,0.37,0.111,0.143,0,0,0,0.1,0.071,0.225,25.95
22400789,1610612738,201950,0.136,0.176,0.176,0.25,0.167,0,0,0,0.059,0.05,0.167,0,0,0,0,0.333,0.1,0.151,19.733333333
22400789,1610612738,201143,0.16,0.19,0.175,0.231,0.208,0,0,0.143,0.214,0.19,0.059,0,0,0,0,0.4,0,0.196,18.283333333
22400789,1610612738,1630202,0.271,0.37,0.295,0.471,0.357,0,0,0,0,0,0.19,0.143,0,0,0,0,0.1,0.368,31.383333333
22400789,1610612738,1630573,0.124,0.05,0.143,0.077,0.172,0,0,0.143,0.063,0.087,0.118,0,0,0,0,0.2,0,0.054,21.4
22400789,1610612738,1628436,0.094,0.167,0.103,0,0,0,0,0.5,0.2,0.304,0.267,0,1,1,0,0.333,1,0.13,17.4
22400789,1610612738,1628470,0,0,0,0,0,0,0,0.5,0.167,0.25,0.2,0,0,0.75,0,0,0,0,8.766666667
22400789,1610612738,1641775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.833333333
22400789,1610612738,1629674,0.125,0,0.143,0,0,0,0,0,0.667,0.667,0,0,0,0,0,1,0,0,4.833333333
22400789,1610612738,1631248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5833333333
22400789,1610612755,1626162,0.214,0.194,0.212,0.167,0.222,0.25,0.25,0.2,0.12,0.133,0,0.375,0.6,0,0,0.313,0.25,0.2,34.85
22400789,1610612755,202331,0.224,0.28,0.255,1,0.45,0,0,0,0.105,0.091,0.143,0.143,0.25,0,0,0.1,0.182,0.266,29.266666667
22400789,1610612755,203954,0.237,0.158,0.173,0,0.08,0.643,0.643,0.25,0.105,0.13,0.333,0.4,0,0,1,0.182,0.385,0.273,27.033333333
22400789,1610612755,1629656,0.191,0.179,0.197,0.143,0.192,0.1,0.1,0,0.304,0.25,0.2,0.25,0,0,1,0.188,0.111,0.164,33.1
22400789,1610612755,1630178,0.142,0.24,0.154,0.143,0.129,0.2,0.2,0,0.227,0.192,0.438,0,0.2,0,0,0.167,0.214,0.222,34.35
22400789,1610612755,1627824,0.104,0.095,0.125,0,0.048,0,0,0.375,0.278,0.308,0,0,0.25,0,0.25,0.375,0.125,0.073,24.633333333
22400789,1610612755,1641741,0.223,0.235,0.238,0.667,0.278,0,0,0.2,0,0.048,0.182,0.333,0,0,0.2,0,0,0.217,21.533333333
22400789,1610612755,203083,0.23,0.286,0.222,0,0,0,1,0.5,0.444,0.467,0.167,0.333,0,0,0,0,1,0.267,12.883333333
22400789,1610612755,1630215,0.5,0,0.571,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,3.45
22400789,1610612755,1631223,0.22,0.167,0.241,0,0.308,0,0,0,0.455,0.313,0.25,0,0,0,0.25,0.333,0,0.143,13.483333333
22400789,1610612755,1630288,0.074,0.167,0.083,0,0,0,0,0.25,0.2,0.222,0.5,0,0,0,0,0,0,0.167,4.833333333
22400789,1610612755,1641737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5833333333
22400014,1610612751,1627732,0.096,0.095,0.122,0,0,0,0,0.25,0.6,0.5,0.333,0,0.167,0,0,0.111,0,0.061,24.716666667
22400014,1610612751,1629661,0.178,0.097,0.161,0.067,0.167,0.526,0.455,0.333,0.143,0.185,0.136,0,0.286,0,0,0.071,0.235,0.177,36.266666667
22400014,1610612751,1627827,0.15,0.143,0.15,0.25,0.194,0.143,0.167,0.4,0.091,0.148,0.143,0,0,0.5,0.25,0.077,0.222,0.161,32.3
22400014,1610612751,1630560,0.342,0.471,0.328,0.467,0.333,0.211,0.273,0,0.1,0.071,0.13,0.5,0.143,0.5,0,0.125,0.412,0.422,38.716666667
22400014,1610612751,203471,0.248,0.138,0.258,0.133,0.286,0.19,0.182,0,0.143,0.103,0.4,0.2,0.286,0,0.2,0.125,0.176,0.149,33.566666667
22400014,1610612751,1630533,0.162,0.167,0.182,0.091,0.138,0,0,0.143,0.368,0.308,0.063,0.167,0.25,0,0.5,0.385,0,0.122,28.2
22400014,1610612751,1641730,0.195,0.125,0.12,0.333,0.214,0.5,0.5,0.25,0,0.125,0.5,0.5,0,0,0,0.375,0.333,0.217,12.883333333
22400014,1610612751,1630553,0.19,0.25,0.148,0.25,0.188,0.333,0.333,0.25,0.333,0.3,0.2,0.5,1,0,0,0.25,0.5,0.269,11.733333333
22400014,1610612751,1629003,0.233,0.333,0.3,0,0.25,0,0,1,0,0.5,0,0,0,0,0,0.667,0,0.333,5.5
22400014,1610612751,1630592,0.156,0.222,0.188,0.333,0.182,0,0,0,0.2,0.167,0.125,0,0,0,0.333,0.3,0,0.2,16.116666667
22400014,1610612751,1631213,0,,,,,,,,,,,,,,,,,,0
22400014,1610612751,1642385,0,,,,,,,,,,,,,,,,,,0
22400014,1610612752,1628384,0.256,0.256,0.262,0.083,0.286,0.267,0.278,0.143,0.241,0.222,0.04,0.231,0.333,0,0,0.353,0.2,0.238,38.75
22400014,1610612752,1628404,0.131,0.086,0.097,0.182,0.147,0.3,0.25,0,0.273,0.225,0.45,0.222,0.333,0,0,0.214,0.211,0.139,40.25
22400014,1610612752,1630579,0.074,0.105,0.083,0,0,0,0,0.6,0.267,0.35,0.077,0,0,0,0.5,0.25,0.2,0.083,17.983333333
22400014,1610612752,1628969,0.192,0.214,0.233,0.308,0.212,0,0,0.25,0.107,0.139,0.16,0.091,0.143,0.333,0.5,0,0.056,0.191,41.166666667
22400014,1610612752,1628973,0.35,0.343,0.317,0.3,0.296,0.909,0.857,0,0.125,0.097,0.35,0.375,0,0,0,0.235,0.714,0.407,34.116666667
22400014,1610612752,1626166,0.259,0.333,0.345,0.5,0.375,0,0.059,0,0.2,0.176,0,0.167,0.333,0,0,0.375,0.083,0.233,19.183333333
22400014,1610612752,1630574,0.133,0.12,0.106,0,0,0.053,0.091,0.667,0.091,0.16,0.25,0.273,0,0.667,0,0.176,0.059,0.092,30.016666667
22400014,1610612752,1642278,0.205,0,0.3,0,0.6,0,0,0,0.222,0.222,0,0,0,0,0,0.5,0,0,6.833333333
22400014,1610612752,1642359,0.072,0.091,0.05,0.5,0.111,0.25,0.182,0,0.4,0.364,0,0,1,0.333,0,0,0.167,0.156,11.7
22400014,1610612752,1630540,0,,,,,,,,,,,,,,,,,,0
22400014,1610612752,1630346,0,,,,,,,,,,,,,,,,,,0
22400014,1610612752,1631210,0,,,,,,,,,,,,,,,,,,0
22400014,1610612752,1626157,0,,,,,,,,,,,,,,,,,,0
22400439,1610612748,1629312,0.14,0.2,0.138,0.3,0.231,0,0,0.333,0.138,0.195,0.118,0.3,0.333,0.5,0,0.1,0.059,0.17,37.55
22400439,1610612748,201567,0.272,0.1,0.241,0,0.1,1,1,0.5,0.273,0.353,0.2,0.167,0,0,0,0.2,1,0.192,14
22400439,1610612748,1628389,0.213,0.19,0.207,0,0.042,0.235,0.273,0.167,0.296,0.256,0.083,0.167,0.6,0,0,0.455,0.214,0.185,34.283333333
22400439,1610612748,1629639,0.275,0.333,0.266,0.3,0.269,0.267,0.318,0,0.207,0.146,0.529,0.3,0,0,0,0.2,0.333,0.318,36.95
22400439,1610612748,1626179,0.242,0.231,0.275,0,0.296,0.154,0.111,0.067,0.133,0.111,0,0.143,0.2,0.5,0.75,0.083,0.077,0.194,38.183333333
22400439,1610612748,1631170,0.079,0.091,0.111,0,0,0,0,0.5,0.083,0.188,0,0,0,0,0,0,0,0.067,16.416666667
22400439,1610612748,1631107,0.144,0.2,0.176,0.429,0.227,0.294,0.208,0.25,0.217,0.226,0.375,0,0,0,0.5,0.125,0.211,0.243,30.966666667
22400439,1610612748,1642276,0.158,0.188,0.115,0,0,0.333,0.5,0.333,0.6,0.538,0.222,0.333,0,1,0,0.667,0.429,0.179,13.716666667
22400439,1610612748,202692,0.173,0.063,0.161,0.5,0.455,0.143,0.1,0,0,0,0,0.4,0,0,0,0.167,0.2,0.098,17.933333333
22400439,1610612748,202710,0,,,,,,,,,,,,,,,,,,0
22400439,1610612748,1630528,0,,,,,,,,,,,,,,,,,,0
22400439,1610612748,1642352,0,,,,,,,,,,,,,,,,,,0
22400439,1610612748,1641796,0,,,,,,,,,,,,,,,,,,0
22400439,1610612748,1629130,0,,,,,,,,,,,,,,,,,,0
22400439,1610612748,1641815,0,,,,,,,,,,,,,,,,,,0
22400439,1610612745,1628415,0.226,0.25,0.26,0.385,0.333,0.111,0.111,0.077,0.103,0.095,0,0.083,0,0.25,0,0.133,0.2,0.256,39.666666667
22400439,1610612745,1631095,0.15,0.091,0.145,0.25,0.227,0.111,0.091,0.091,0.111,0.103,0,0.286,0,0,0,0.154,0.111,0.115,26.283333333
22400439,1610612745,1630578,0.236,0.296,0.203,0,0.033,0.182,0.154,0.385,0.481,0.45,0.333,0.5,0.25,0.25,0.333,0.267,0.385,0.237,34.783333333
22400439,1610612745,1630224,0.286,0.24,0.29,0.111,0.267,0.667,0.636,0.133,0.045,0.081,0.143,0.1,0,0,0,0.154,0.333,0.279,34.283333333
22400439,1610612745,1627832,0.22,0.222,0.23,0.364,0.294,0,0,0.133,0.167,0.156,0.333,0.25,0.6,0.5,1,0.308,0.083,0.213,38.233333333
22400439,1610612745,1641708,0.068,0.087,0.063,0,0.043,0.25,0.333,0.214,0.1,0.147,0.294,0,1,0,0,0.2,0.111,0.091,31.75
22400439,1610612745,203500,0.1,0.182,0.111,0,0,0,0,0.833,0.8,0.818,0.5,0,0,0,0,0.167,0,0.167,12.483333333
22400439,1610612745,1641715,0.251,0.25,0.292,0.25,0.25,0,0,0,0.333,0.231,0,0,0,0,1,0,0,0.233,11.533333333
22400439,1610612745,1628988,0.143,0.091,0.154,0,0.125,0,0,0,0,0,0.333,0,0,0,0,0.429,0.333,0.08,10.983333333
22400439,1610612745,1631106,0,,,,,,,,,,,,,,,,,,0
22400439,1610612745,201145,0,,,,,,,,,,,,,,,,,,0
22400439,1610612745,1629111,0,,,,,,,,,,,,,,,,,,0
22400439,1610612745,1642263,0,,,,,,,,,,,,,,,,,,0
22400439,1610612745,1630256,0,,,,,,,,,,,,,,,,,,0
22400385,1610612746,1626181,0.299,0.267,0.314,0.375,0.344,0.5,0.5,0.143,0.143,0.143,0.125,0.067,0.143,0.167,0.75,0.231,0.313,0.326,41.583333333
22400385,1610612746,1627884,0.169,0.182,0.194,0,0.286,0,0,0,0.25,0.211,0.167,0.143,0.333,0.667,0,0.2,0,0.133,17.433333333
22400385,1610612746,1627826,0.15,0.273,0.175,0,0,0.059,0.111,0.667,0.407,0.455,0.231,0.133,0.143,0.2,0,0.167,0.357,0.197,33.866666667
22400385,1610612746,1627739,0.106,0.136,0.132,0.429,0.24,0,0,0.2,0.08,0.1,0.2,0.067,0.333,0.25,0,0.091,0.067,0.136,33.5
22400385,1610612746,201935,0.312,0.24,0.273,0.286,0.29,0.357,0.333,0,0.276,0.222,0.214,0.5,0.125,0.167,0,0.182,0.286,0.268,36.883333333
22400385,1610612746,1629599,0.022,0,0.026,0,0.059,0,0,0,0.091,0.071,0.143,0,0,0,0,0.167,0,0,21.6
22400385,1610612746,1629645,0.283,0.4,0.273,0.286,0.2,0.083,0.143,0.2,0.077,0.111,0.3,0.4,0.333,0,0.667,0.5,0.222,0.322,27.383333333
22400385,1610612746,201587,0.032,0,0,0,0,0.75,0.6,0,0,0,0.333,0,1,0,0,0.25,0.25,0.086,14.866666667
22400385,1610612746,1628964,0.287,0.111,0.263,0,0.25,0,0,0.5,0.25,0.333,0,1,0,0.5,0,0,0,0.091,10.216666667
22400385,1610612746,1641757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333
22400385,1610612746,1630539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333
22400385,1610612746,1630538,0,,,,,,,,,,,,,,,,,,0
22400385,1610612742,202691,0.185,0.3,0.191,0.5,0.286,0,0,0,0.063,0.048,0.077,0.25,0.444,0,0,0.4,0,0.291,23.616666667
22400385,1610612742,1629023,0.165,0.118,0.159,0.167,0.172,0,0,0.1,0.273,0.219,0.048,0.333,0.083,0.25,0.25,0.133,0,0.108,36.766666667
22400385,1610612742,1641726,0.11,0.192,0.109,0,0,0.125,0.125,0.714,0.353,0.458,0.263,0.2,0.182,0.667,0,0.364,0.143,0.155,28.45
22400385,1610612742,203915,0.239,0.167,0.236,0.125,0.273,0.75,0.667,0,0.15,0.115,0.462,0.125,0.25,0,0.25,0.1,0.429,0.234,29
22400385,1610612742,202681,0.294,0.194,0.347,0.167,0.281,0.067,0.059,0.111,0.087,0.094,0.273,0.111,0,0,0.333,0.059,0.167,0.169,37.716666667
22400385,1610612742,1628467,0.102,0,0.1,0,0.167,0.125,0.2,0.25,0.077,0.118,0.125,0,1,0,0.333,0.125,0.167,0.028,16.766666667
22400385,1610612742,1630230,0.207,0.267,0.222,0.4,0.3,0.2,0.167,0,0.188,0.158,0.222,0.143,0.5,0,0.2,0,0.25,0.267,21.316666667
22400385,1610612742,1629655,0.217,0.286,0.152,0,0,0.455,0.5,0.25,0.333,0.316,0.333,0.286,0,1,0.25,0.714,0.571,0.31,18.966666667
22400385,1610612742,1629656,0.173,0.292,0.186,0.429,0.286,0.2,0.167,0.286,0.278,0.28,0.071,0.143,0,0,0,0,0.125,0.286,25.066666667
22400385,1610612742,1641789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5833333333
22400385,1610612742,203939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5833333333
22400385,1610612742,1630556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5833333333
22400385,1610612742,1641765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5833333333
22400385,1610612742,202693,0,,,,,,,,,,,,,,,,,,0
22400091,1610612760,1631114,0.286,0.357,0.301,0.2,0.133,0.231,0.176,0.4,0.241,0.265,0.533,0.286,0,0,0,0.125,0.267,0.324,32.066666667
22400091,1610612760,1629652,0.104,0.083,0.082,0.25,0.136,0.333,0.25,0,0.083,0.063,0.091,0.333,0,0,0,0,0.143,0.121,24.733333333
22400091,1610612760,1631096,0.287,0.333,0.265,0,0.208,0.455,0.571,0.429,0.464,0.457,0,0.333,0.083,1,0.5,0.333,0.385,0.339,28.766666667
22400091,1610612760,1641717,0.142,0.148,0.162,0,0.154,0.1,0.083,0.2,0.161,0.167,0.154,0,0.273,0,0.5,0.2,0.222,0.132,29.3
22400091,1610612760,1628983,0.291,0.29,0.292,0.4,0.346,0.429,0.333,0.25,0.2,0.211,0.154,0.333,0.444,0,0,0.1,0.25,0.311,29.5
22400091,1610612760,1630598,0.229,0.222,0.2,0,0.154,0,0,0.333,0.118,0.15,0.167,0.667,1,0,0,0.5,0.333,0.186,15.716666667
22400091,1610612760,1631172,0.161,0.1,0.167,0,0.25,0.5,0.5,0,0.3,0.261,0.125,0,0,0.25,0,0,0.25,0.125,20.433333333
22400091,1610612760,1627936,0.087,0.05,0.106,0.333,0.2,0,0,0,0.095,0.08,0.2,0,0.5,0.5,0,0.25,0.167,0.059,21.666666667
22400091,1610612760,1630198,0.134,0.167,0.154,0.667,0.364,0,0,0,0.1,0.091,0.167,0,0,0,0,0.222,0,0.2,11.8
22400091,1610612760,1642349,0.143,0.167,0.161,0,0,0,0,0,0.071,0.067,0.429,0.167,0.333,0,0,0.286,0,0.114,15.716666667
22400091,1610612760,1641794,0.127,0,0,0,0,0,0,0,0,0,0,0.333,0.5,0,0,0,0,0,3.9
22400091,1610612760,1641745,0.17,0.333,0.25,1,0.5,0,0,0,0,0,0,0,0.5,0,0,1,0,0.333,3.2
22400091,1610612760,1642505,0.17,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
22400091,1610612760,1642024,0,,,,,,,,,,,,,,,,,,0
22400091,1610612741,203897,0.249,0.261,0.191,0.333,0.209,0.667,0.583,0,0.231,0.2,0.176,0.368,0.4,0.5,0.5,0.077,0.429,0.328,34.266666667
22400091,1610612741,1630172,0.12,0.059,0.157,0.125,0.138,0,0,0.286,0.182,0.2,0.167,0.048,0.333,0,0,0.111,0,0.063,26.383333333
22400091,1610612741,202696,0.186,0.333,0.188,0.182,0.05,0.333,0.222,0.5,0.263,0.295,0.125,0.167,0,0.5,0,0.167,0.5,0.305,32.516666667
22400091,1610612741,1629632,0.209,0.15,0.2,0,0.281,0.429,0.5,0,0.129,0.105,0.214,0.188,0.5,0,0,0.3,0.5,0.167,29.8
22400091,1610612741,1630581,0.254,0.353,0.28,0.286,0.207,0,0,0.333,0.161,0.189,0.364,0.25,0,0,0.5,0.2,0,0.298,26.433333333
22400091,1610612741,1628366,0.19,0.091,0.188,0.143,0.263,0,0,0,0.294,0.25,0.111,0.286,0,0,0,0.25,0,0.083,15.566666667
22400091,1610612741,1630245,0.205,0.059,0.216,0.1,0.281,0,0,0,0.179,0.152,0.429,0.25,0,0,0.2,0.4,0,0.058,24.2
22400091,1610612741,1641763,0.167,0.333,0.207,0.5,0.278,0.143,0.091,0,0.067,0.059,0,0,1,0,0,0.111,0.111,0.31,14.933333333
22400091,1610612741,1630188,0.161,0.125,0.182,0.333,0.182,0.143,0.222,0.667,0.364,0.429,0,0,0,0,0.667,0.333,0.222,0.154,11.05
22400091,1610612741,1641824,0.283,0.2,0.333,0,0,0.2,0.333,0.5,0,0.2,0,0.167,0,0,0,0.25,0.2,0.176,7.116666667
22400091,1610612741,1629659,0.279,0,0,0,0,0.667,0.5,0.5,1,0.667,0,0.667,0,0,0,0,0.333,0.2,4.433333333
22400091,1610612741,1630537,0.093,0.333,0.167,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0.333,0.3,4.433333333
22400091,1610612741,1628975,0.093,0,0.167,0,0.5,0,0,0,0,0,0.5,0,1,0,0,0,0,0,4.433333333
22400091,1610612741,1631207,0.186,0.333,0.167,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0.2,4.433333333
22400091,1610612741,1628470,0,,,,,,,,,,,,,,,,,,0
