GAME_ID,TEAM_ID,PLAYER_ID,PTS,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_ASSIST_POINTS,LOOSEBALLS_RECOVERED_OFFENSIVE,LOOSEBALLS_RECOVERED_DEFENSIVE,LOOSEBALLS_RECOVERED_TOTAL,OFFENSIVE_BOXOUTS,DEFENSIVE_BOXOUTS,BOXOUT_PLAYER_TEAM_REBOUNDS,BOXOUT_PLAYER_REBOUNDS,BOXOUTS,MIN
22400789,1610612738,1628436,6,8,5,3,0,0,1,3,0,0,0,0,0,0,0,0,17.4
22400789,1610612738,1628470,0,4,4,0,0,0,2,6,0,0,0,0,0,0,0,0,8.766666667
22400789,1610612738,1629674,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.833333333
22400789,1610612755,1626162,16,6,1,5,5,0,0,0,0,1,1,0,0,0,0,0,34.85
22400789,1610612755,202331,17,5,2,3,2,0,1,2,0,0,0,0,1,1,1,1,29.266666667
22400789,1610612755,203954,15,7,2,5,0,0,2,5,0,0,0,0,1,1,0,1,27.033333333
22400789,1610612755,1629656,12,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,33.1
22400789,1610612755,1630178,16,3,1,2,1,0,0,0,0,1,1,0,1,1,1,1,34.35
22400789,1610612755,1627824,4,4,2,2,1,0,1,2,0,0,0,1,0,1,1,1,24.633333333
22400789,1610612755,1641741,10,4,2,2,1,0,2,4,1,0,1,0,0,0,0,0,21.533333333
22400789,1610612755,203083,8,2,1,1,0,0,1,2,1,0,1,0,0,0,0,0,12.883333333
22400789,1610612755,1630215,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.45
22400789,1610612755,1631223,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,13.483333333
22400014,1610612751,1627732,4,3,2,1,5,0,6,14,0,0,0,0,0,0,0,0,24.716666667
22400014,1610612751,1629661,17,6,4,2,7,0,0,0,1,1,2,0,0,0,0,0,36.266666667
22400014,1610612751,1627827,15,12,8,4,1,0,2,5,0,0,0,0,2,2,0,2,32.3
22400014,1610612751,1630560,43,6,3,3,1,0,0,0,0,0,0,0,1,1,1,1,38.716666667
22400014,1610612751,203471,14,3,1,2,1,0,2,4,0,1,1,0,1,1,0,1,33.566666667
22400014,1610612751,1630533,9,1,0,1,2,0,1,2,0,0,0,0,1,1,1,1,28.2
22400014,1610612751,1641730,5,1,0,1,0,0,3,7,0,0,0,1,1,2,1,2,12.883333333
22400014,1610612751,1630553,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11.733333333
22400014,1610612751,1629003,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.5
22400014,1610612751,1630592,6,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,16.116666667
22400014,1610612752,1628384,25,2,1,1,4,0,0,0,0,0,0,0,1,1,1,1,38.75
22400014,1610612752,1628404,14,5,0,5,7,0,0,0,0,0,0,0,0,0,0,0,40.25
22400014,1610612752,1630579,4,6,3,3,0,0,1,2,0,0,0,1,1,2,2,2,17.983333333
22400014,1610612752,1628969,22,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,41.166666667
22400014,1610612752,1628973,37,2,1,1,1,0,0,0,0,1,1,0,2,2,1,2,34.116666667
22400014,1610612752,1626166,10,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,19.183333333
22400014,1610612752,1630574,7,19,10,9,1,0,0,0,0,0,0,1,0,1,1,1,30.016666667
22400014,1610612752,1642359,5,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,11.7
22400439,1610612748,1629312,15,9,6,3,3,0,0,0,1,0,1,0,0,0,0,0,37.55
22400439,1610612748,201567,5,3,1,2,1,0,0,0,0,0,0,1,0,0,0,1,14
22400439,1610612748,1628389,12,10,8,2,5,0,2,4,2,0,2,1,3,4,2,4,34.283333333
22400439,1610612748,1629639,27,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,36.95
22400439,1610612748,1626179,14,3,2,1,1,0,0,0,1,0,1,0,0,0,0,0,38.183333333
22400439,1610612748,1631170,2,3,2,1,0,0,1,2,0,0,0,0,0,0,0,0,16.416666667
22400439,1610612748,1631107,18,14,7,7,0,0,2,6,2,0,2,0,1,1,0,1,30.966666667
22400439,1610612748,1642276,7,4,3,1,1,0,4,9,0,0,0,0,4,4,4,4,13.716666667
22400439,1610612748,202692,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,17.933333333
22400439,1610612745,1628415,22,6,3,3,3,1,1,2,0,0,0,0,0,0,0,0,39.666666667
22400439,1610612745,1631095,7,3,1,2,2,0,0,0,1,1,2,0,1,1,0,1,26.283333333
22400439,1610612745,1630578,18,13,9,4,3,0,3,8,0,0,0,2,5,7,6,7,34.783333333
22400439,1610612745,1630224,19,5,2,3,2,0,0,0,1,0,1,0,0,0,0,0,34.283333333
22400439,1610612745,1627832,16,4,3,1,5,0,0,0,0,0,0,0,1,1,0,1,38.233333333
22400439,1610612745,1641708,5,5,2,3,6,0,0,0,0,0,0,1,0,1,0,1,31.75
22400439,1610612745,203500,4,1,1,0,0,0,2,4,0,1,1,2,0,2,2,2,12.483333333
22400439,1610612745,1641715,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,11.533333333
22400439,1610612745,1628988,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,10.983333333
22400385,1610612746,1626181,28,7,3,4,2,0,0,0,1,0,1,0,0,0,0,0,41.583333333
22400385,1610612746,1627884,4,3,3,0,3,0,1,2,0,0,0,0,1,1,0,1,17.433333333
22400385,1610612746,1627826,13,10,7,3,1,0,1,2,0,0,0,1,4,4,3,5,33.866666667
22400385,1610612746,1627739,9,7,5,2,3,0,1,2,0,1,1,0,0,0,0,0,33.5
22400385,1610612746,201935,19,2,2,0,1,0,0,0,0,0,0,0,2,2,1,2,36.883333333
22400385,1610612746,1629599,0,4,2,2,1,0,1,3,0,1,1,0,0,0,0,0,21.6
22400385,1610612746,1629645,19,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1,27.383333333
22400385,1610612746,201587,3,3,2,1,2,0,3,8,0,0,0,0,0,0,0,0,14.866666667
22400385,1610612746,1628964,2,4,4,0,0,0,2,4,1,0,1,0,1,1,0,1,10.216666667
22400385,1610612746,1641757,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333
22400385,1610612742,202691,16,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,23.616666667
22400385,1610612742,1629023,10,4,3,1,1,0,0,0,2,0,2,0,0,0,0,0,36.766666667
22400385,1610612742,1641726,11,12,10,2,2,0,6,13,1,0,1,0,0,0,0,0,28.45
22400385,1610612742,203915,15,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,29
22400385,1610612742,202681,15,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,37.716666667
22400385,1610612742,1628467,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,16.766666667
22400385,1610612742,1630230,12,9,4,5,3,0,0,0,0,0,0,0,0,0,0,0,21.316666667
22400385,1610612742,1629655,13,5,4,1,0,0,2,5,0,0,0,0,3,3,1,3,18.966666667
22400385,1610612742,1629656,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25.066666667
22400091,1610612760,1631114,24,3,2,1,1,0,0,0,1,0,1,0,0,0,0,0,32.066666667
22400091,1610612760,1629652,7,0,0,0,2,0,2,5,0,0,0,0,1,1,0,1,24.733333333
22400091,1610612760,1631096,21,10,8,2,0,0,0,0,0,0,0,0,1,1,1,1,28.766666667
22400091,1610612760,1641717,9,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,29.3
22400091,1610612760,1628983,23,4,2,2,4,0,0,0,1,2,3,0,1,1,0,1,29.5
22400091,1610612760,1630598,8,4,1,3,1,0,0,0,0,1,1,0,1,1,0,1,15.716666667
22400091,1610612760,1631172,6,5,4,1,1,0,1,2,0,0,0,0,0,0,0,0,20.433333333
22400091,1610612760,1627936,3,3,2,1,2,1,1,2,0,0,0,0,0,0,0,0,21.666666667
22400091,1610612760,1630198,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11.8
22400091,1610612760,1642349,4,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,15.716666667
22400091,1610612760,1641794,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.9
22400091,1610612760,1641745,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.2
22400091,1610612760,1642505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2
22400091,1610612741,203897,22,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0,34.266666667
22400091,1610612741,1630172,3,10,9,1,2,0,0,0,0,0,0,0,1,1,0,1,26.383333333
22400091,1610612741,202696,18,17,8,9,0,0,2,5,0,0,0,0,1,1,0,1,32.516666667
22400091,1610612741,1629632,9,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,29.8
22400091,1610612741,1630581,14,4,2,2,2,0,0,0,1,0,1,0,0,0,0,0,26.433333333
22400091,1610612741,1628366,3,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,15.566666667
22400091,1610612741,1630245,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2
22400091,1610612741,1641763,9,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,14.933333333
22400091,1610612741,1630188,4,3,2,1,0,0,0,0,0,0,0,3,0,3,2,3,11.05
22400091,1610612741,1641824,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.116666667
22400091,1610612741,1629659,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.433333333
22400091,1610612741,1628975,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.433333333
22400126,1610612740,1627742,14,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,32.366666667
22400126,1610612740,1629627,12,5,3,2,4,0,1,2,2,0,2,1,0,1,1,1,32.733333333
22400126,1610612740,1628464,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,5.266666667
22400126,1610612740,1641722,23,3,2,1,1,0,0,0,1,0,1,0,0,0,0,0,38.816666667
22400126,1610612740,1630631,16,2,2,0,2,0,1,3,0,0,0,0,2,2,0,2,34.95
22400126,1610612740,1629750,5,3,3,0,7,0,0,0,1,2,3,0,0,0,0,0,25.683333333
22400126,1610612740,1642274,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,12.033333333
22400126,1610612740,1631288,7,5,3,2,1,0,0,0,0,0,0,0,1,1,0,1,23.866666667
22400126,1610612740,1630527,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10.25
22400126,1610612740,1630526,9,6,4,2,1,0,2,6,0,0,0,0,1,1,0,1,22.666666667
22400126,1610612740,1641998,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1.366666667
22400126,1610612744,1630541,8,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,30.1
22400126,1610612744,203110,14,14,11,3,2,1,3,9,0,0,0,0,1,1,0,1,30.116666667
22400126,1610612744,1631218,15,6,5,1,0,0,3,8,0,0,0,0,2,2,2,2,20.2
22400126,1610612744,1630322,3,4,3,1,3,1,1,2,0,0,0,0,0,0,0,0,29.966666667
22400126,1610612744,1641764,13,1,1,0,4,1,1,3,0,0,0,0,0,0,0,0,38.1
22400126,1610612744,1630228,16,4,2,2,1,0,1,3,1,0,1,0,0,0,0,0,27.25
22400126,1610612744,1627741,21,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,29
22400126,1610612744,1626172,2,1,1,0,1,0,2,6,1,0,1,0,0,0,0,0,8.55
22400126,1610612744,203937,10,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,15.3
22400126,1610612744,1627780,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,7.316666667
22400207,1610612744,203952,18,6,4,2,3,0,2,6,1,0,1,1,1,2,2,2,35.183333333
22400207,1610612744,203110,8,5,3,2,0,0,1,2,0,0,0,0,0,0,0,0,30.85
22400207,1610612744,1631218,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4.716666667
22400207,1610612744,1629001,19,1,0,1,4,0,1,2,0,0,0,1,1,2,2,2,26.8
22400207,1610612744,201939,36,7,3,4,2,0,1,2,0,1,1,0,0,0,0,0,36.5
22400207,1610612744,1627780,7,2,2,0,0,0,1,3,0,0,0,0,0,0,0,0,12.283333333
22400207,1610612744,203937,6,5,5,0,4,0,1,3,0,0,0,0,0,0,0,0,20.416666667
22400207,1610612744,1627741,8,3,3,0,2,0,1,2,0,0,0,0,0,0,0,0,21.166666667
22400207,1610612744,1630228,20,6,5,1,1,0,0,0,0,0,0,0,1,1,1,1,26.366666667
22400207,1610612744,1641764,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,15.083333333
22400207,1610612744,1630541,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10.633333333
22400207,1610612760,1629652,16,4,0,4,3,0,2,5,0,0,0,1,0,1,1,1,29.633333333
22400207,1610612760,1631114,20,5,5,0,4,0,0,0,0,0,0,0,1,1,0,1,31.3
22400207,1610612760,1631096,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,5.166666667
22400207,1610612760,1630598,9,4,2,2,1,0,2,4,0,0,0,0,1,1,0,1,18.4
22400207,1610612760,1628983,24,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,33.733333333
22400207,1610612760,1630198,10,0,0,0,1,1,1,2,0,1,1,0,1,1,1,1,22.583333333
22400207,1610612760,1627936,3,3,1,2,5,0,1,2,0,0,0,0,0,0,0,0,22.233333333
22400207,1610612760,1641717,16,7,2,5,2,0,1,2,1,0,1,0,2,2,1,2,30.3
22400207,1610612760,1642349,12,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,20.6
22400207,1610612760,1631172,2,2,1,1,2,0,0,0,1,0,1,0,0,0,0,0,11.083333333
22400207,1610612760,1641794,4,4,3,1,1,0,0,0,0,0,0,1,0,1,1,1,14.966666667
22400547,1610612766,1630182,2,5,3,2,4,0,2,5,1,3,4,0,1,1,0,1,30.216666667
22400547,1610612766,1628970,21,10,6,4,0,0,1,3,0,0,0,0,0,0,0,0,32.033333333
22400547,1610612766,1631109,24,6,3,3,0,0,3,7,2,0,2,0,2,2,0,2,29.416666667
22400547,1610612766,1641706,19,4,2,2,0,0,3,7,0,0,0,0,0,0,0,0,33.333333333
22400547,1610612766,1630163,25,4,1,3,5,0,1,3,2,0,2,0,0,0,0,0,39.516666667
22400547,1610612766,1628998,5,5,3,2,5,0,0,0,1,0,1,0,1,1,0,1,25.133333333
22400547,1610612766,1641733,8,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,17.566666667
22400547,1610612766,1630208,4,5,1,4,1,0,1,2,0,0,0,3,0,3,3,3,17.9
22400547,1610612766,1642275,0,2,0,2,0,0,0,0,0,0,0,0,1,1,1,1,6.4
22400547,1610612766,203995,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.483333333
22400547,1610612756,1642346,11,4,3,1,0,0,0,0,1,0,1,0,0,0,0,0,27.383333333
22400547,1610612756,201142,27,7,3,4,0,0,0,0,0,0,0,0,3,3,1,3,40.183333333
22400547,1610612756,203486,2,3,3,0,1,0,0,0,0,0,0,0,1,1,1,1,15.283333333
22400547,1610612756,1626164,30,7,3,4,3,0,0,0,0,0,0,0,2,1,1,2,38.6
22400547,1610612756,1626145,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,18.183333333
22400547,1610612756,1642345,10,12,7,5,1,0,7,17,0,1,1,0,1,1,0,1,30.216666667
22400547,1610612756,203078,15,9,5,4,1,0,0,0,0,0,0,0,1,1,0,1,35.133333333
22400547,1610612756,1628960,13,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,13.4
22400547,1610612756,1626220,9,1,1,0,1,0,0,0,1,0,1,0,2,2,1,2,21.633333333
42400173,1610612743,1629008,7,6,2,4,0,0,1,2,0,0,0,0,0,0,0,0,35.066666667
42400173,1610612743,203932,15,3,2,1,0,0,3,8,1,1,2,1,0,1,1,1,31.766666667
42400173,1610612743,203999,23,5,1,4,3,0,6,13,0,0,0,0,2,2,2,2,36.516666667
42400173,1610612743,1631128,9,7,4,3,2,0,1,2,2,0,2,0,0,0,0,0,37.75
42400173,1610612743,1627750,23,3,1,2,2,0,0,0,0,1,1,0,0,0,0,0,36.3
42400173,1610612743,1631212,2,1,0,1,0,0,2,4,0,0,0,0,0,0,0,0,18.266666667
42400173,1610612743,1629618,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10.75
42400173,1610612743,201599,0,0,0,0,1,0,1,2,0,0,0,1,0,1,1,1,4.883333333
42400173,1610612743,1631124,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10.866666667
42400173,1610612743,1641816,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4.566666667
42400173,1610612743,1630192,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4.566666667
42400173,1610612746,1626181,20,1,1,0,2,0,0,0,0,0,0,0,1,1,0,1,28.966666667
42400173,1610612746,202695,21,3,1,2,5,0,1,3,1,0,1,0,0,0,0,0,34.55
42400173,1610612746,1627826,19,12,11,1,2,0,1,2,0,0,0,2,2,4,3,4,33.433333333
42400173,1610612746,1627739,6,4,2,2,1,0,1,2,1,0,1,0,1,1,0,1,21.616666667
42400173,1610612746,201935,20,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,33.816666667
42400173,1610612746,1627732,0,2,1,1,3,1,3,8,0,0,0,0,1,1,1,1,9.2
42400173,1610612746,201587,12,6,5,1,1,0,0,0,0,1,1,0,0,0,0,0,26.7
42400173,1610612746,1627884,10,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,22.666666667
42400173,1610612746,203992,2,3,2,1,0,0,1,2,0,0,0,0,1,1,0,1,10.466666667
42400173,1610612746,1629234,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.716666667
42400173,1610612746,1642353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.716666667
42400173,1610612746,1641757,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3.716666667
22400045,1610612765,203501,10,1,1,0,0,0,1,2,0,2,2,0,1,1,0,1,27.1
22400045,1610612765,202699,16,6,3,3,1,0,3,7,0,1,1,0,0,0,0,0,29.783333333
22400045,1610612765,1631105,14,9,7,2,1,0,6,17,0,0,0,1,2,3,3,3,26.2
22400045,1610612765,1631093,23,4,2,2,1,0,0,0,2,0,2,0,0,0,0,0,31.4
22400045,1610612765,1630595,24,3,2,1,3,0,0,0,0,1,1,0,0,0,0,0,32.966666667
22400045,1610612765,1630191,2,5,4,1,0,0,3,7,0,0,0,0,0,0,0,0,21.666666667
22400045,1610612765,1627736,25,5,3,2,3,0,1,2,0,1,1,0,0,0,0,0,28.733333333
22400045,1610612765,1641709,5,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,11.75
22400045,1610612765,1631323,5,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,17.116666667
22400045,1610612765,1641842,6,0,0,0,0,0,1,2,2,0,2,0,0,0,0,0,12.1
22400045,1610612765,1631204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.183333333
22400045,1610612754,1631097,16,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,35.55
22400045,1610612754,1627783,21,2,1,1,4,0,2,4,1,3,4,1,0,1,1,1,34.65
22400045,1610612754,1626167,9,7,7,0,1,0,4,10,0,0,0,0,0,0,0,0,27.8
22400045,1610612754,1631245,10,3,1,2,0,0,0,0,1,1,2,0,0,0,0,0,15.833333333
22400045,1610612754,1630169,19,1,0,1,2,0,1,3,0,0,0,0,0,0,0,0,29.866666667
22400045,1610612754,1630167,5,7,4,3,0,0,0,0,0,1,1,0,1,1,0,1,25.283333333
22400045,1610612754,1641716,10,5,3,2,7,0,0,0,1,1,2,0,0,0,0,0,30.85
22400045,1610612754,204456,12,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,23.633333333
22400045,1610612754,1629650,0,2,2,0,1,0,1,2,0,0,0,0,0,0,0,0,4.6
22400045,1610612754,1642277,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,5.033333333
22400045,1610612754,1642402,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.666666667
22400833,1610612759,1630170,20,2,1,1,2,0,0,0,1,1,2,0,0,0,0,0,32.766666667
22400833,1610612759,203084,15,1,1,0,2,0,1,2,0,1,1,0,0,0,0,0,30.8
22400833,1610612759,202687,10,8,7,1,1,0,2,5,1,0,1,1,0,1,1,1,23.016666667
