GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0042400135,1610612749,MIL,Milwaukee,1631260,AJ Green,AJ,F,,46.000000:11,118.3,116.0,107.9,109.6,10.4,6.4,0.031,0.0,7.7,0.024,0.061,0.044,0.0,0.818,0.8,0.118,0.121,97.47,97.7,81.41,94,0.075
0042400135,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,Giannis,F,,44.000000:14,117.1,114.8,113.6,115.7,3.5,-1.0,0.5,1.86,28.9,0.048,0.4,0.23,15.6,0.559,0.613,0.33,0.34,95.99,96.04,80.03,88,0.214
0042400135,1610612749,MIL,Milwaukee,1626171,Bobby Portis,Bobby,C,,44.000000:00,113.2,111.1,108.1,110.0,5.0,1.1,0.067,2.0,9.5,0.064,0.149,0.106,4.8,0.389,0.389,0.186,0.191,98.12,98.17,81.81,90,0.054
0042400135,1610612749,MIL,Milwaukee,1629018,Gary Trent Jr.,Gary,G,,48.000000:00,103.3,101.0,107.6,109.2,-4.3,-8.2,0.087,1.0,6.7,0.019,0.08,0.049,6.7,0.64,0.638,0.252,0.26,97.62,98.0,81.67,98,0.137
0042400135,1610612749,MIL,Milwaukee,1629645,Kevin Porter Jr.,Kevin,G,,46.000000:34,116.5,113.5,111.2,111.7,5.3,1.8,0.206,2.33,33.3,0.021,0.042,0.031,14.3,0.45,0.486,0.128,0.133,96.89,97.92,81.6,96,0.04
0042400135,1610612749,MIL,Milwaukee,1630579,Jericho Sims,Jericho,,,11.000000:14,75.8,73.1,93.1,84.6,-17.3,-11.5,0.0,0.0,0.0,0.222,0.1,0.179,50.0,1.0,1.0,0.125,0.129,104.09,111.1,92.58,26,0.129
0042400135,1610612749,MIL,Milwaukee,1628398,Kyle Kuzma,Kyle,,,12.000000:45,111.8,103.4,116.4,106.9,-4.6,-3.4,0.0,0.0,0.0,0.063,0.4,0.192,16.7,0.5,0.5,0.167,0.177,100.67,109.18,90.98,29,0.067
0042400135,1610612749,MIL,Milwaukee,201572,Brook Lopez,Brook,,,7.000000:48,105.3,94.1,108.4,94.1,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.105,0.116,92.26,104.7,87.25,17,0.036
0042400135,1610612749,MIL,Milwaukee,1627752,Taurean Prince,Taurean,,,4.000000:14,77.8,70.0,90.0,90.0,-12.2,-20.0,0.0,0.0,0.0,0.0,0.25,0.125,50.0,0.0,0.0,0.2,0.222,107.72,113.39,94.49,10,-0.025
0042400135,1610612749,MIL,Milwaukee,1626192,Pat Connaughton,Pat,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
