GAME_ID,TEAM_ID,PLAYER_ID,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,MIN
22400126,1610612744,1630611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.366666667
22400126,1610612744,1641736,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1.366666667
22400126,1610612744,203952,,,,,,,,,,,,,,,,0
22400207,1610612744,203952,0.714,0.286,0.444,0.111,0.333,0,0.222,0,0.333,0.5,0.5,1,0,0.667,0.333,35.183333333
22400207,1610612744,203110,0.4,0.6,0.25,0,0.75,0,0,0.25,0.25,0,1,1,0,0.667,0.333,30.85
22400207,1610612744,1631218,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,4.716666667
22400207,1610612744,1629001,0.273,0.727,0,0,0.789,0,0.211,0.158,0,0,0,1,0,1,0,26.8
22400207,1610612744,201939,0.435,0.565,0.333,0.056,0.583,0.056,0.083,0.167,0.278,0.667,0.333,0.857,0.143,0.769,0.231,36.5
22400207,1610612744,1627780,1,0,0.857,0,0,0,0.143,0,0.857,0.667,0.333,0,0,0.667,0.333,12.283333333
22400207,1610612744,203937,0.667,0.333,0.667,0,0,0,0.333,0,0.667,1,0,0,0,1,0,20.416666667
22400207,1610612744,1627741,0.375,0.625,0.25,0,0.75,0,0,0,0.25,1,0,1,0,1,0,21.166666667
22400207,1610612744,1630228,0.636,0.364,0.6,0,0.3,0.3,0.1,0.2,0.6,0.5,0.5,1,0,0.625,0.375,26.366666667
