GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,USG_PCT,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS
0022400945,1610612766,CHA,Charlotte,1630182,Josh Green,Josh,F,,30.000000:02,0.082,0.038,0.094,0.0,0.063,0.0,0.0,0.167,0.095,0.111,0.0,0.071,0.286,0.0,0.2,0.188,0.0,0.028
0022400945,1610612766,CHA,Charlotte,1628970,Miles Bridges,Miles,F,,36.000000:37,0.284,0.355,0.292,0.556,0.333,0.286,0.375,0.0,0.367,0.289,0.208,0.188,0.286,0.444,0.4,0.0,0.308,0.365
0022400945,1610612766,CHA,Charlotte,1631109,Mark Williams,Mark,C,,25.000000:32,0.205,0.333,0.2,0.0,0.0,0.2,0.2,0.6,0.524,0.538,0.154,0.214,0.143,0.333,0.2,0.375,0.3,0.286
0022400945,1610612766,CHA,Charlotte,1629610,DaQuan Jeffries,DaQuan,G,,31.000000:45,0.223,0.296,0.268,0.364,0.375,0.0,0.0,0.0,0.0,0.0,0.048,0.143,0.0,0.333,0.0,0.4,0.0,0.26
0022400945,1610612766,CHA,Charlotte,1630163,LaMelo Ball,LaMelo,G,,30.000000:24,0.362,0.231,0.344,0.3,0.458,0.667,0.625,0.25,0.0,0.071,0.529,0.25,0.222,0.333,0.2,0.167,0.583,0.325
0022400945,1610612766,CHA,Charlotte,1630585,Marcus Garrett,Marcus,,,19.000000:07,0.22,0.125,0.2,0.0,0.091,0.0,0.0,0.0,0.059,0.053,0.417,0.3,0.0,0.0,0.0,0.333,0.2,0.108
0022400945,1610612766,CHA,Charlotte,203994,Jusuf Nurkić,Jusuf,,,10.000000:54,0.104,0.1,0.091,0.0,0.0,0.0,0.0,0.5,0.4,0.417,0.0,0.167,0.0,0.0,0.0,0.1,0.0,0.069
0022400945,1610612766,CHA,Charlotte,1641733,Nick Smith Jr.,Nick,,,19.000000:05,0.234,0.214,0.2,0.25,0.267,0.0,0.0,0.0,0.2,0.158,0.182,0.5,0.0,0.0,0.0,0.167,0.0,0.2
0022400945,1610612766,CHA,Charlotte,203552,Seth Curry,Seth,,,10.000000:47,0.036,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.111,0.1,0.167,0.0,0.333,0.0,0.0,0.167,0.0,0.0
0022400945,1610612766,CHA,Charlotte,1631111,Wendell Moore Jr.,Wendell,,,14.000000:13,0.103,0.077,0.067,0.143,0.067,0.0,0.0,0.0,0.182,0.143,0.25,0.25,0.333,0.0,1.0,0.1,0.0,0.086
0022400945,1610612766,CHA,Charlotte,1631217,Moussa Diabaté,Moussa,,,11.000000:34,0.041,0.083,0.048,0.0,0.0,0.0,0.0,1.0,0.333,0.556,0.222,0.0,0.0,0.0,0.0,0.375,0.2,0.063
0022400945,1610612766,CHA,Charlotte,201959,Taj Gibson,Taj,,DNP - Coach's Decision,,0.0,,,,,,,,,,,,,,,,,
0022400945,1610612737,ATL,Atlanta,1642258,Zaccharie Risacher,Zaccharie,F,,20.000000:39,0.148,0.167,0.152,0.286,0.278,0.0,0.0,0.0,0.25,0.167,0.0,0.167,0.167,0.2,0.0,0.167,0.0,0.17
